,album_info,album_title,lyrics,song_title
86,"album: ""Younger Now"" (2017)","""Younger Now""","

I want to start by saying thank you
I'm gonna miss you, honey
You gave me things, you can't buy back with money
You changed my life
You've been my world
There's no other girl that looks like you, darling
Those eyes, that tongue, those teeth, that face, that body
Even though we've gone to outer space
Still no way you can take his place

You're not him
She's not him
No matter what you say
No matter what you do
I just can't fall in love with you
Cause you're not him
Yeah, she's not him

And why, why can't I love you, baby?
Like I wanna love you, baby
I'm sorry
And maybe it's beyond my control
Some sort of chemical reaction
Making it impossible to let him go

You're not him
She's not him
No matter what you say
No matter what you do
I just can't fall in love with you
Cause you're not him
Yeah, she's not him

And you don't deserve all the bullshit I've put you through
You, you deserve a heart much bigger than one that's torn in two

You're not him
She's not him
Every time you walk through my door
I swear to God you're more beautiful than before, but you're not him
No matter what you say
No matter what you do
I just can't fall in love with you
But you're not him
Yeah, she's not him
",She's Not Him
87,"album: ""Younger Now"" (2017)","""Younger Now""","

I'm writing down my dreams,
All I'd like to see
Starting with the bees,
Or else they're gonna die

There won't be no trees,
Or air for us to breathe
I'll start feeling mad,
But then I feel inspired

Thinking about the days
Coming home with dirty feet
From playing with my dad
All day in the creek

He somehow has a way
Of knowing what to say
So when I'm feeling sad,
He makes me feel inspired

We are meant for more
You're the handle on the door
That opens up to change
I know that sounds so strange
To think we are meant for more
You're the handle on the door
That opens up to change
I know that sounds so strange
'Cause you've always felt so small
But no, you aren't at all
And I hope you feel inspired
Oh, I hope you feel inspired

And how can we escape
All the fear and all the hate?
Is anyone watching us down here?

Death is life, it's not a curse
Reminds us of time and what it's worth
To make the most of it while we're here

We are meant for more
You're the handle on the door
That opens up to change
I know it sounds so strange
To think we are meant for more
There's a lock upon the door
But we hold the key to change

But how can we escape
All the fear and all the hate?
Is anyone watching us down here?
",Inspired
88,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

Hallelujah, I'm a freak, I'm a freak
Hallelujah, every day of the week
I'mma do yeah, like I want ah
I'mma Nile crocodile, a piranha

Oh my God, she got the power
Oh look at her, she got the power

Don't fuck with my freedom
I came up to get me some
I'm nasty, I'm evil
Must be something in the water
Or that I'm my mother's daughter
Don't fuck with my freedom
I came up to get me some
I'm nasty, I'm evil
Must be something in the water
Or that I'm my mother's daughter

So back up, back up, back up, back up, boy, ooh
Back up, back up, back up, back up, boy, ooh hey

Hallelujah, I'mma witch, I'mma witch
Hallelujah, swish, swish
I'mma three point shooter
I blow through ya
Like a hot wind out in the bayou, yeah

Oh my God, she got the power
Whoa look at her, she got the power

Don't fuck with my freedom
I came up to get me some
I'm nasty, I'm evil
Must be something in the water
Or that I'm my mother's daughter
Don't fuck with my freedom
I came up to get me some
I'm nasty, I'm evil
Must be something in the water
Or that I'm my mother's daughter

So back up, back up, back up, back up, boy, ooh
Back up, back up, back up, back up, boy, ooh
Back up, back up, back up, back up, boy, ooh
Back up, back up, back up, back up, boy, ooh

My mama always told me that I'd make it
That I'd make it, so I made it
I put my back into it, my heart in it
So I did it, yeah I did it
My mama always told me that I'd make it
That I'd make it, so I made it
I put my back into it, my heart in it
So I did it, yeah I did it

Don't fuck with my freedom
I came up to get me some
I'm nasty, I'm evil
Must be something in the water
Or that I'm my mother's daughter
Don't fuck with my freedom
Oh my God, oh my God
Don't fuck with my freedom
Oh my God, oh my God
Don't fuck with my freedom
Oh my God, oh my God
Don't fuck with my freedom
Oh my God, oh my God

Swish swish, motherfucker
",Mother's Daughter
89,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else
I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else

Wake up in the middle of a breakdown (Yeah)
Have sex on the table with the take out
I'm sick of the fakin', the usin', the takin'
The people callin' me obscene
You hate me, you love me, you just wanna touch me
I'm only tryna get some peace
So let me do me

I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else
I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else
So what? So is everyone else
So what? So is everyone else

I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else
So what? So is everyone else
So what? So is everyone else

Yeah
",Unholy
90,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

[Miley Cyrus:]
You're in my bed uninvited
It's fine, 'cause I'm in the mood
Hope you don't mind if I spike it
We'll drink it, just me and you

And you know we're gonna be alright
We'll be sleeping on the red eye flight
Keep up with me 'til the end of the night
And we're just getting started

Always last to leave the party
Drugs rule everything around me
Wake up with new tattoos on my body
Drugs rule everything around me

Get the Ghost, raise a toast, pop the Molly
I can go toe-to-toe like I'm Ali
We're all tryna fill the lonely
Drugs rule everything around me
Drugs rule everything around me
Drugs rule everything around me

These planes are all UFOs and
This city's in outer space
It's better than where we came from
I think that we both should stay

'Cause you know we're gonna be alright
We'll be fucking on the red eye flight
Keep up with me 'til the end of the night
And we're just getting started

Always last to leave the party
Drugs rule everything around me
Wake up with new tattoos on my body
Drugs rule everything around me

Get the Ghost, raise a toast, pop the Molly
All the girls in my room look like Dolly
We're all tryna fill the lonely
Drugs rule everything around me
(Drugs rule everything around me)
Drugs rule everything around me
Drugs rule everything around me
Drugs rule everything around me
Drugs rule everything around me

[Ghostface Killah:]
Drugs rule everything around me
You can call me a king
I got it all in my store
You should crown me
Purple, Percs, sticky green, Molly
Sippy lean
Got the white that's sure to light the floor like in Billie Jean
Scarface nights (nights)
Five hundred thousand on the pinky
Broadway ice
Ice, we throw diamonds at weddings
And y'all throw rice (rice)
Lollapalooza, Coachella custies, that's my type
Party all night
",D.R.E.A.M. (Drugs Ruled Everything Around Me)
91,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

Miley Cyrus
Bitch you look like you done already did had yours
You better go take your country ass indoors and put some damn clothes on
'Cause nobody need to be seeing all of that
The library is officially open

This cat is in heat
Lemme ride that beat
My pussy on fire
Pussy five-alarm fire

This cat is in heat
Lemme ride that beat
My pussy on fire
Pussy five-alarm fire

Turn up your gratitude
Turn on your attitude
I love my pussy that means I got cattitude
If you don't feel what I'm sayin'
(I don't fuck with you)
If you don't feel what I'm sayin'
(I don't fuck with you)

Turn up you gratitude
Turn down your attitude
I love my pussy that means I got cattitude
If you don't feel what I'm sayin'
(I don't fuck with you)
If you don't feel what I'm sayin'
(I don't fuck with you)

Ay, go stupid, go dumb
Come and get it, 'cause I know you want some
Nashville, Tennessee where I'm from
Since I was three, I been bangin' on the drum
Rum-pum-pum-pum a-rum-pum-pum-pum-pum
Rum-pum-pum-pum a-rum-pum-pum-pum-pum
Rum-pum-pum-pum a-rum-pum-pum-pum-pum
Rum-pum-pum-pum pum-pum-pum-pum-pum-nasty

I'm so nasty
Nasty
Nasty
I'm so motherfuckin' nasty

Rise, shine, clock say ""pussy time""
Bust my pussy nut while I'm fingerin' your butt
Do I suck dick? You ain't seen shit
Throw a C-note, watch it slide down my throat
Yeah, my pussy fine, I pop it 'cause it's mine
I don't give a fuck if they call me a slut
What I do with a dick, elect me Presidick
Put tears in his eyes when I milk a brother dry

So nasty
Nasty
Nasty
Nasty
Nasty

I'ma keep workin' from dawn to dusk
So I can keep buyin' cars off Elon Musk
The matte-black spinners, no that's a must
I want the whole pie, so leave the crust
I'm the moon, I'm the stars, I'm a Maserati
I love you, Nicki, but I listen to Cardi
I got a new song on the radio
And it goes five, four, three, two
One, that's right, it's a number one
And I can't take you with me as a carry-on
I already got my luggage, it's Margielan
And for my sixteenth birthday, I got Carey on
From the house of the queen

Queen, ""Queen"" is what you can call me
Queen, I'ma have you runnin' to your mommy
Queen, I'm the life of the party
Don't worry 'bout me, go and get yourself a hobby

(Sweet pussy of mine)
I'm so nasty
(Sweet pussy of mine)

Turn up your gratitude
Turn down your attitude
I love my pussy that means I got cattitude
If you don't feel what I'm sayin'
I don't fuck with you
If you don't feel what I'm sayin'
I don't fuck with you

(Get it, get it)
I'm so nasty
(Cash money)
I'm so nasty
(Get it, get it)
(Got it good)

Turn up your gratitude
Turn down your attitude
I love my pussy that means I got cattitude
If you don't feel what I'm sayin'
I don't fuck with you
If you don't feel what I'm sayin'
I don't fuck with you

Back up, you're squashin' my charisma
Why I gotta be so motherfuckin' extra?
Back up, you're squashin' my charisma
Why I gotta be so motherfuckin' extra?

(Get it, get it)
I'm so nasty
(Cash money)
Nasty
(Get it, get it)
I'm so nasty
(Cash money)
I'm so motherfuckin' nasty

You're just mad 'cause your hair is flat
I'm so motherfuckin' nasty
You're just mad 'cause your hair is flat
I'm so motherfuckin' nasty
",Cattitude
92,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

(EarDrummers)

I'm sure that you know where I stand
Lead me on, do it while you still can
Party up the street
Even though there is no place to park
Party up the street
And you know what happens after dark

You could see our feet from the street
Since the garage was halfway open
Our eyes didn't meet until we started rolling

Party up the street
Even though there is no place to park
Party up the street
And you know what happens after dark

The way that you're moving your body on my knee
Soon as I put it on you, you want a go at me
We didn't come this close for nothing
We didn't come this far for nothing

Party up the street
Even though there is no place to park
Party up the street
And you know what happens after dark

You can count on me, okay?
(You and me, we can be okay)
We can rock like an ocean wave
(We can roll, we can roll, we can roll, we can rock, aye)
You and me, we can be okay
(You and me, we can be okay)
We can go out with a bang

(Party up the street)
The way that you're moving your body on my knee
(Party up the street)
The way that you're moving your body on my knee
(Party up the street)
The way that you're moving your body on my knee
(Party up the street)
The way that you're moving your body on my knee

(And you know what happens after dark)
The way that you're moving your body on my knee
(And you know what happens after dark)
The way that you're moving your body on my knee
(And you know what happens after dark)

(Yeah, yeah)
And you know what happens after dark
And you know what happens after dark
And you know what happens after dark
",Party Up The Street
93,"EP: ""SHE IS COMING"" (2019)","""SHE IS COMING""","

(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)

This winter was as cold as you and I
I know you're home hoping I'm alright
How many times have I left you in the deep?
I don't know why you still believe in me

Oh and even at my darkest days
Even in my lowest place
You love me the most
And even when I can't stay
Even when I run away
You love me the most

So why do I hurt you so?
Is it 'cause I know?
Why do I hurt you so?
Is it 'cause you love me the most?
(Yeah, yeah, yeah) The most
(Yeah, yeah, yeah)
Is it 'cause I know?
Is it 'cause you love me the most?
(Yeah, yeah, yeah) The most
(Yeah, yeah, yeah)
Is it 'cause I know? Yeah

Your tender touch is the feeling that I seek
I come to you when my judgement becomes weak
All that you are is all I ever need
I don't know why you still believe in me

Oh and even at my darkest days
Even in my lowest place
You love me the most
And even when I can't stay
Even when I run away
You love me the most

So why do I hurt you so?
Is it 'cause I know?
Why do I hurt you so?
Is it 'cause you love me the most?
(Yeah, yeah, yeah) The most
(Yeah, yeah, yeah)
Is it 'cause I know?
Is it 'cause you love me the most?
(Yeah, yeah, yeah) The most
(Yeah, yeah, yeah)
Is it 'cause I know? Yeah

How many times have I left you in the deep?
I don't know why you still believe in me
",The Most
94,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

I'm not trying to have another conversation
Probably not gon' wanna play me on your station
Pouring out a bottle full of my frustration
Here to tell you something that you don't know

I'm the type to drive a pickup through your mansion
I'm completely naked but I'm making it fashion
Maybe getting married just to call a distraction
Here to tell you something that you don't know

Am I wrong that I moved on and I
And I don't even miss you?
Thought that it'd be you until I die
But I let go

What the fuck do I know? I'm alone
Guess I couldn't be somebody's hero
You want an apology not from me
Had to leave you in your own misery
So tell me, baby, am I wrong that I moved on and I
And I don't even miss you?
Thought that it'd be you until I die
But I let go, what the fuck do I know?

Trying to see the stars through the new pollution
Think that I'm the problem, honey, I'm the solution
Maybe all the chaos is for your amusement
Here to tell you something that you don't know

Put you on a pedestal, you're craving the spotlight
Desperate for attention, nose is bloody, it's daylight
Waking up with people that we met for the first time
Loved it then I hated it and I let you go

What the fuck do I know? I'm alone
Guess I couldn't be somebody's hero
You want an apology, not from me
Had to leave you in your own misery
So tell me, baby, am I wrong that I moved on and I
And I don't even miss you?
Thought that it'd be you until I die
But I let go, what the fuck do I know?

What the fuck do I know? I'm alone
Guess I couldn't be somebody's hero
You want an apology, not from me
Had to leave you in your own misery
So tell me, baby, am I wrong that I moved on and I
And I don't even miss you?
Thought that it'd be you until I die
But I let go, what the fuck do I know?
",WTF Do I Know
95,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Hello, the sunny place for shady people
A crowded room where nobody goes
You can be whoever you wanna be here
Oh, I've been living at the Chateau
Shouldn't drive but I should really go home
I don't even know 'em but they won't leave here

Frightened by my own reflection
Desperate for a new connection
Pull you in but don't you get too close
Love you now but not tomorrow
Wrong to steal but not to borrow
Pull you in but don't you get too close

I've been California dreaming
Plastic hearts are bleeding
Keep me up all night
Keep me up all night
Lost in black hole conversation
Sunrise suffocation
Keep me up all night
Keep me up all night

I just wanna feel
I just wanna feel something
But I keep feeling nothing all night long
All night long
All night long
All night long

Hello, I'll tell you all the people I know
Sell you something that you already own
I can be whoever you want me to be
Love me now but not tomorrow
Fill me up but leave me hollow
Pull me in but don't you get too close

I've been California dreaming
Plastic hearts are bleeding
Keep me up all night
Keep me up all night
Lost in black hole conversation
Sunrise suffocation
Keep me up all night
Keep me up all night

I just wanna feel
I just wanna feel something
But I keep feeling nothing all night long

All night long
All night long
All night long
All night long

I've been California dreaming
Plastic hearts bleeding
Keep me up all night
Keep me up all night
Lost in black hole conversations
Sunrise suffocation
Keep me up all night
Keep me up all night

I just wanna feel
I just wanna feel something
But I keep feeling nothing all night long
",Plastic Hearts
96,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Flowers in hand, waiting for me
Every word in poetry
Won't call me by name, only ""Baby""
The more that you give the less that I
Need everyone says I look happy
When it feels right

I know that you're wrong for me
Gonna wish we never met on the day I leave
I brought you down to your knees
'Cause they say that misery loves company
It's not your fault I ruin everything
And it's not your fault I can't be what you need
Baby, angels like you can't fly down hell with me
I'm everything they said I would be
La-la-la
I'm everything they said I would be

I'll put you down slow, love you, goodbye
Before you let go, just one more time
Take off your clothes, pretend that it's fine
A little more hurt won't kill you
Tonight my mom says, ""You don't look happy""
Close your eyes

I know that you're wrong for me
Gonna wish we never met on the day I leave
I brought you down to your knees
'Cause they say that misery loves company
It's not your fault I ruin everything
And it's not your fault I can't be what you need
Baby, angels like you can't fly down hell with me
I'm everything they said I would be

I know that you're wrong for me
Gonna wish we never met on the day I leave
I brought you down to your knees
'Cause they say that misery loves company
It's not your fault I ruin everything
And it's not your fault I can't be what you need
Baby, angels like you can't fly down hell with me, oh-oh
Angels like you can't fly down hell with me
",Angels Like You
97,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Prisoner, prisoner
Locked up, can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh whoa
Why can't you, why can't you just let me go?

Strung out on a feeling, my hands are tied
Your face on my ceiling, I fantasize
Oh, I can't control it, I can't control it

I try to replace it with city lights
I'll never escape it, I need the high
Oh, I can't control it, I can't control it

You keep making it harder to stay
But I still can't run away
I gotta know why can't you
Why can't you just let me go?

Prisoner, prisoner
Locked up, can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh whoa
Why can't you, why can't you just let me go?

Prisoner, prisoner
Locked up, can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh whoa
Why can't you, why can't you just let me go?

I tasted heaven now I can't live without it
I can't forget you and your love is the loudest
Oh, I can't control it, I can't control it

You keep making it harder to stay
But I still can't run away
I gotta know why can't you, why can't you just let me go?

Prisoner, prisoner
Locked up, can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh whoa
Why can't you, why can't you just let me go?

Prisoner, prisoner
Locked up, can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh whoa
Why can't you, why can't you just let me go?

(Prisoner)
Can't get you off my mind
Why can't you just let me go?
Million times
I wanna know why can't you, why can't you?
I wanna know why can't you, why can't you?
I gotta know why can't you, why can't you just let me go?
",Prisoner
98,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Midnight and the moon is out
Careful, you might hurt yourself
Pleasure leads to pain
To me they're both the same

Sweat dripping down to the floor
Bite marks like an animal
You might be insane
But maybe we're the same

Tonight, you came here
'Cause you know what I need
And no one likes to be alone

I don't need a future
I don't need your past
I just need a lover
So gimme what I want or I'll give it to my
Self-inflicted torture
You don't have to ask
I just need a lover
So gimme what I want or I'll give it to myself

I can tell that you're new to this
Slow it down but you can't resist
Feed your fantasy
Give yourself to me

Tonight, you came here
'Cause you know what I need
And no one likes to be alone

I don't need a future
I don't need you're past
I just need a lover
So gimme what I want or I'll give it to my
Self-inflicted torture
You don't have to ask
I just need a lover
So gimme what I want or I'll give it to myself

Give it to me, babe
(Give it to me, babe)
Give it to me, babe
(Give it to me, babe)
Give it to me and nobody else, babe

Give it to me, babe
(Give it to me, babe)
Give it to me, babe
(Give it to me, babe)
Give it to me and nobody else, babe

Gimme what I want
Gimme what I want or I'll give it to myself
",Gimme What I Want
99,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Sometimes I'm good for nothing
Sometimes the best you've ever had
Sometimes I need your loving
Sometimes I stab you in the back

I found a meaning
Just what I needed
Cut on the bathroom wall
Midnight reflection
Craving attention
Under the disco ball

Night crawling, sky falling
Gotta listen when the Devil's calling
Can't shake it, I'll taste it
When it's yelling out my name, I chase it

Come on, come on
Night crawling
Come on, come on
Night crawling

Sometimes my thoughts are violent
Sometimes they bring me to the light
Sometimes I sit in silence
Sometimes I'm running for my life

I found a meaning
Just what I needed
Cut on the bathroom wall
Midnight reflection
Craving attention
Under the disco ball

Night crawling, sky falling
Gotta listen when the Devil's calling
Can't shake it, I'll taste it
When it's yelling out my name, I chase it

Come on, come on
Night crawling
Come on, come on
Night crawling

Come on

Night crawling, sky falling
Gotta listen when the Devil's calling
Can't shake it, I'll taste it
When it's yelling out my name, I chase it

Come on, come on
Night crawling
Come on, come on
Night crawling

Come on
",Night Crawling
100,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

La-la, la-la, la

Yeah, it's been a long night and the mirror's telling me to go home (Home)
But it's been a long time since I felt this good on my own
Lotta years went by with my hands tied up in your ropes
Forever, and ever, no more (No more)

The midnight sky's, the road I'm taking
Head high up in the clouds (Oh-whoa)

I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, oh, no
I don't need to be loved by you
See my lips, on her mouth, everybody's talking now, baby
Ooh, you know it's true, yeah
That I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you (Loved by you)

La-la, la-la, la

She got her hair pulled back 'cause the sweat's dripping off of her face (Her face)
Said it ain't so bad if I wanna make a couple mistakes
You should know right now that I never stay put in one place
Forever and ever, no more (No more)

The midnight sky's, the road I'm taking
Head high up in the clouds (Oh-whoa)

I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, oh, no
I don't need to be loved by you
See my lips, on her mouth, everybody's talking now, baby
Ooh, you know it's true, yeah
That I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you (By you)

Oh

I don't hide, blurry eyes like you
Like you

I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, you know
I don't need to be loved by you
See his hands 'round my waist, thought you never be replaced, baby
Ooh, you know it's true, yeah
That I was born to run, I don't belong to anyone, oh, no
I don't need to be loved by you
Yea

La-la, la-la, la
La-la

You know it's true
You know it's true
(Loved by you)
",Midnight Sky
101,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Sometimes I get a little too hurt
Got my mind going places it ain't wanna go
Sometimes I get a little too low
And I can't see myself through the fire and smoke

And you, like a neon light
Shining through a door that I can't keep closed
And you, like a rolling stone
Always building cities on the hearts that you broke

And in my head I did my very best
Saying goodbye, goodbye
And I don't miss you but I think of you
And don't know why
I still feel high
I still feel high

Sometimes I stay up all night
'Cause you don't ever talk to me in my dreams
And I think about eventually you're holding me
And dancing to the record like a movie scene

And in my head I did my very best
Saying goodbye, goodbye
And I don't miss you but I think of you
And don't know why
I still feel high
I still feel high

Sometimes I get a little too hurt
Got my mind going places it ain't wanna go

And in my head I did my very best
Saying goodbye, goodbye
And I don't miss you but I think of you
And don't know why
I still feel high
I still feel high

I still feel high
",High
102,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Go ahead, you can say it's my fault
If it still hurts at all
I thought one of these days you might call
When you were feeling small

Drowning in my thoughts
Staring at the clock
And I know I'm not on your mind

I wonder what would happen if I die
I hope all of my friends get drunk and high
Would it be too hard to say goodbye?
I hope that it's enough to make you cry
Maybe that day you won't hate me

Go ahead, you can say that I've changed
Just say it to my face
One drink and I'm back to that place
The memories won't fade

Drowning in my thoughts
Staring at the clock
And I know I'm not on your mind

I wonder what would happen if I die
I hope all of my friends get drunk and high
Would it be too hard to say goodbye?
I hope that it's enough to make you cry
Maybe that day you won't hate me

Wonder what would happen if I die
I hope all of my friends get drunk and high
Would it be too hard to say goodbye?
I hope that it's enough to make you cry
And maybe that day you won't hate me
",Hate Me
103,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)

You may think I'm ghostin', but the truth is I'm a liar (Uh, uh, uh, uh, uh, uh)
I sell you what I tell you, but you ain't a fucking buyer (Uh, uh, uh, uh, uh, uh, hm, yeah)
You thinkin' that I'm sleepin' when I'm creepin' in the night (Uh, uh, uh, uh, uh, uh, uh, uh)
They say it's bad karma when you live a double life (Uh, uh, uh, uh, uh, uh, uh, uh, uh)

They say it's bad karma bein' such a heart breaker
I've always picked a giver, 'cause I've always been the taker
I'd rather just do it, then I'll think about it later, uh-huh
Kiss me, bad karma, uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)

The itsy bitsy spider went and spun a web of lies (Uh, uh, uh, uh, uh, uh)
I don't play the nicest but it ain't a fucking crime (Uh, uh, uh, uh, uh, uh)
I never learn my lesson so I always do it twice (Uh, uh, uh, uh, uh, uh, uh, uh)
They say it's bad karma when you live a double life (Uh, uh, uh, uh, uh, uh, uh, uh, uh)

They say it's bad karma bein' such a heart breaker
I've always picked a giver, 'cause I've always been the taker
I'd rather just do it, then I'll think about it later, uh-huh
Kiss me, bad karma, uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)

I don't give a fuck, I don't believe in luck
That's why I do what I wanna do, yeah (Yeah, I do)
Oh, I don't give a fuck, I don't believe in luck
I do what I wanna do, oh (I wanna do)

They say it's bad karma, being such a heart breaker
I've always picked a giver, 'cause I've always been the taker
I'd rather just do it, then I'll think about it later, uh-huh
Kiss me bad karma, uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)
Uh (Uh, uh, uh, uh, uh, uh)
Uh

You got a mean drummer face
Just like: ""Argh""
",Bad Karma
104,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

I know I do this every time
I walk the line, I play with fire
And I stop myself before the crime
I walk the line, yeah, I play with fire

I don't wanna push you way too much
I don't wanna lean that way too far
I don't wanna ever learn the hard way

But if you're looking for stable, that'll be never be me
If you're looking for faithful, that'll never be me
If you're looking for someone to be all that you need
That'll never be me
(Hard as I try)
That'll never be me
(I play with fire)

Dry your tears, now don't you cry
I'm by your side at least for a while
I know I do this every time
I walk the line, yeah, I play with fire

I don't wanna push you way too much
I don't wanna lean that way too far
I don't wanna ever learn the hard way, no
I don't wanna keep you in the dark
I don't wanna gamble with your heart
I don't wanna ever leave you lonely

But if you're looking for stable, that'll be never be me
If you're looking for faithful, that'll never be me
If you're looking for someone to be all that you need
That'll never be me
(Hard as I try)
That'll never be me
(I play with fire)

Can't get too close to the sun
Baby, you're the only one, oh I
I'd never lie to you, baby
You give me a reason to run from the fire
'Cause baby, you're the only one
Oh, I swear I'd never lie

If you're looking for stable, that'll be never be me
But I hope that I'm able to be all that you need
If you think that I'm someone to give up and leave
That'll never be me, no
If you think that I'm someone to give up and leave
That'll never be me
(Hard as I try)
That'll never be me, no
(I play with fire)
That'll never be me
",Never Be Me
105,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

I woke up in Montecito
I was thinking about my life
And the questions made more questions
Staring out into the night

Yes, I've worn the golden g-string
Put my hand into hellfire
I did it all to make you love me
And to feel alive

Oh, that's just the world that we're living in
The old boys hold all the cards and they ain't playing gin
You dare to call me crazy, have you looked around this place?

I should walk away
Oh, I should walk away
But I think I'll stay

There are layers to this body
Primal sex and primal shame
They told me I should cover it
So I went the other way

I was trying to own my power
Still I'm trying to work it out
And at least it gives the papers
Something they can write about

And, oh, that's just the world that we're living in
The old boys hold all the cards and they ain't playing gin
And you dare to call me crazy, have you looked around this place?

I should walk away
Oh, I should walk away
But I think I'll stay

So, the mad man's in the big chair
And his heart's an iron vault
He says, ""If you can't make ends meet, honey
It must be your fault""

We all focus on the winners
And get blinded by their shine
Maybe caring for each other's
Just too 1969

But oh, that's just the world that we're living in
The old boys hold all the cards and they ain't playing gin
And you dare to call me crazy, have you looked around this place?

I should walk away
Oh, I should walk away
But I think I'll stay

Yeah, I think I'll stay
I just can't walk away

So, I think I'll stay
I can't walk away
",Golden G String
106,"album: ""Plastic Hearts"" (2020)","""Plastic Hearts""","

Yeah, it's been a long night and the mirror's telling me to go home
But it's been a long time since I felt this good on my own (Uh)
Lotta years went by with my hands tied up in your ropes
Forever and ever, no more (No more)

The midnight sky is the road I'm takin'
Head high up in the clouds (Oh, oh)

I was born to run, I don't belong to anyone, oh no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, oh no
I don't need to be loved by you
Just like the white winged dove
Sings a song, sounds like she's singing
Ooh, baby, ooh, said, ooh
Just like the white winged dove
Sings a song, sounds like she's singing
Ooh, baby, ooh, said, ooh
Loved by you

La, la, la-la, la
Midnight

And the days go by like a strand in the wind
In the web that is my own, I begin again
I sing to my friend, eh (Everything stopped)
Nothing else mattered (Nothing else mattered)
(No more)

The midnight sky is the road I'm takin'
Head high up in the clouds (Oh, oh)

I was born to run, I don't belong to anyone, oh no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, oh no
I don't need to be loved by you
See my lips on her mouth, everybody's talkin' now, baby
Ooh, baby, ooh, said, ooh
Just like the white winged dove (Just like the white winged dove)
Sings a song, sounds like she's singing
Ooh, baby, ooh, said, ooh

Falling on, on the edge of
Seventeen
I don't hide blurry eyes like you
Like you

I was born to run, I don't belong to anyone, oh no
I don't need to be loved by you (By you)
Fire in my lungs, can't bite the devil on my tongue, you know
I don't need to be loved by you
Just like the white winged dove (Just like the white winged dove)
Sings a song, sounds like she's singing
Ooh, baby, ooh, said, ooh
Just like the white winged dove (Just like the white winged dove)
Sings a song, sounds like she's singing (Made a few mistakes)
Ooh, baby, ooh, said, ooh
Loved by you, yeah

La, la, la-la, la
In the midnight
You know it's true
In the midnight
Sky (Loved by you)
",Edge Of Midnight (Midnight Sky Remix)
